geno d.meth cpg
0 -0.000184686975419734 cg16885113
0 0.0195865368759631 cg16885113
1 -0.0120890258667447 cg16885113
0.987 0.0140581635365781 cg16885113
1 0.00290938968247845 cg16885113
0 -0.0343978665457311 cg16885113
0 -0.00860478205458115 cg16885113
0 -0.0264594354851718 cg16885113
0 0.0008589009578438 cg16885113
1 -0.0385883416825144 cg16885113
1 0.00229988360576372 cg16885113
0 -0.0049688355017069 cg16885113
0 -0.0217260268821876 cg16885113
0 0.0260727074140611 cg16885113
0.995 -0.0120746676647024 cg16885113
0 0.00460430009580626 cg16885113
0 0.0340950880942404 cg16885113
1 -0.0449838895556948 cg16885113
1 -0.0277459948894148 cg16885113
1 0.0104086896589188 cg16885113
0.998 -0.0171325569656807 cg16885113
0 0.0194030644931743 cg16885113
1 -0.011211915226639 cg16885113
0.999 -0.0267537006825986 cg16885113
0 0.00946253306772382 cg16885113
0 -0.0105981134065499 cg16885113
0.992 -0.0243243784361076 cg16885113
1 0.0467267664090496 cg16885113
0 0.00855004672095705 cg16885113
0 -0.00268430980129364 cg16885113
1 -0.00862198160994321 cg16885113
1 0.0177204358116094 cg16885113
1 -0.0227071014855564 cg16885113
0 -0.00484818080764082 cg16885113
0.976 -0.0281633379098569 cg16885113
1 -0.00522849729474495 cg16885113
1 -0.0340216486883062 cg16885113
0 -0.00531155323192845 cg16885113
1 -0.00488920931126924 cg16885113
0 -0.0147051815485247 cg16885113
0.996 -0.0191256311979176 cg16885113
0 0.00844690062428688 cg16885113
1.99 -0.005475831863058 cg16885113
0 0.0150233078622362 cg16885113
1 0.00636441555986622 cg16885113
0.998 -0.00649966615742115 cg16885113
0 -0.0114254291744356 cg16885113
0 -0.0160058304860689 cg16885113
0 -0.00196122438119706 cg16885113
0 -0.017085618469355 cg16885113
0 -0.016283403121047 cg16885113
1 -0.0335453691836962 cg16885113
0.986 -0.0046196730065392 cg16885113
1 -0.0238036193929219 cg16885113
0.994 -0.0135358636068362 cg16885113
0 0.0213732793412905 cg16885113
1 -0.0104316748811824 cg16885113
0.966 -0.0157151282272082 cg16885113
0 0.00493140991759666 cg16885113
0 -0.00136968681738237 cg16885113
0.998 -0.0115689261195763 cg16885113
0 0.00373736374312694 cg16885113
0 0.0245746723730063 cg16885113
0 0.0345787319847588 cg16885113
0 0.0276312279893289 cg16885113
1 -0.0125214503400688 cg16885113
1 -0.00987598580175941 cg16885113
0 0.0174660300593634 cg16885113
1 -0.0339081407028917 cg16885113
0 -0.00845097731540412 cg16885113
0.996 -0.0171725303719519 cg16885113
0.999 -0.0408139134159328 cg16885113
0 -0.0234006703881475 cg16885113
0 0.00951628715339248 cg16885113
1 0.0255262616612377 cg16885113
1 -0.016545352301413 cg16885113
0 0.0152882536639183 cg16885113
0.994 -0.0175882542342158 cg16885113
1 -0.00838791525191696 cg16885113
0 -0.0108627937769715 cg16885113
0 -0.0052152514861501 cg16885113
0.969 0.0235163816943766 cg16885113
1.991 -0.00182907308225144 cg16885113
0 0.00124570153108894 cg16885113
0 -0.00839781030375342 cg16885113
0 -0.02654298420612 cg16885113
0 -0.000960670472977099 cg16885113
0 0.00988266710468144 cg16885113
0 -0.0204029635191526 cg16885113
0 -0.0122886457409718 cg16885113
0 0.0057635462381016 cg16885113
0 -0.0031304061234938 cg16885113
1.994 -0.00329838544998212 cg16885113
0.994 -0.0546721323779638 cg16885113
0.986 -0.0161406136068984 cg16885113
0 0.0180651456553159 cg16885113
1 -0.0110838091111866 cg16885113
0 -0.0219930008100686 cg16885113
0 -0.00503294897095719 cg16885113
0 -0.00291872759056577 cg16885113
0 0.0326579086487527 cg16885113
0 -0.019993022275523 cg16885113
0 0.0114715601936523 cg16885113
0.977 -0.00270855115914881 cg16885113
0 0.0158618982521572 cg16885113
0.992 -0.0317011357313833 cg16885113
0 -0.00200949434684494 cg16885113
1.001 0.035878161657153 cg16885113
0 0.0204589680736734 cg16885113
0 -0.0136123824346202 cg16885113
1 -0.0246910873718358 cg16885113
0.998 -0.00780148547682946 cg16885113
0 -0.031980333055091 cg16885113
0 -0.0159082817336365 cg16885113
0 0.046137756440178 cg16885113
0 -0.00637461561107311 cg16885113
0.994 -0.0187391841459665 cg16885113
0 0.00565428960826986 cg16885113
1 -0.0358571194254351 cg16885113
0 -0.020553497540982 cg16885113
0 -0.0216163680178728 cg16885113
1 -0.0387960194249475 cg16885113
0.991 -0.0251042033086285 cg16885113
0 0.00982527023584046 cg16885113
0 -0.00524393202515094 cg16885113
0 -0.0137433742946759 cg16885113
1 0.000420113121832766 cg16885113
1.989 -0.0269516817350807 cg16885113
0 -0.0518826298864805 cg16885113
0 0.00959455487152228 cg16885113
0.884 -0.0507107121297522 cg16885113
0.999 -0.0408382846097137 cg16885113
0.986 -0.0163563805123677 cg16885113
1 -0.00399309426057082 cg16885113
0.984 -0.0208229926578638 cg16885113
0 0.00644300761265115 cg16885113
1 -0.016331401782787 cg16885113
0.998 -0.0182386770340916 cg16885113
0 -0.0116649349982263 cg16885113
2 0.00465903042800847 cg16885113
1 -0.00355568207237666 cg16885113
1.986 -0.0270366717864697 cg16885113
1 -0.0198820244894564 cg16885113
0 -0.000540715210901155 cg16885113
0 -0.00120980897765077 cg16885113
0 -0.0148582545842494 cg16885113
0 -0.0219348823161061 cg16885113
0 0.00556050673257302 cg16885113
0 -0.000910770366963964 cg16885113
0.998 0.0109139857181303 cg16885113
0 -0.00640261686304089 cg16885113
1 -0.0156781407565392 cg16885113
0.983 0.0193627465914895 cg16885113
0.995 0.0187789645427309 cg16885113
0 0.0429926591063795 cg16885113
0 -0.0194627528018845 cg11747594
0 0.00863232975102823 cg11747594
1 -0.0127489416983689 cg11747594
0 0.00122378532050482 cg11747594
0 -0.0177461729413187 cg11747594
0 0.0115902328845251 cg11747594
0 -0.00712931642438874 cg11747594
1 0.0153301599894544 cg11747594
0 0.0244517862727919 cg11747594
1 -0.00737002928375241 cg11747594
0 0.0112588215340316 cg11747594
0 -0.000698635410287918 cg11747594
0.988 0.00617374284760308 cg11747594
1 -0.0119795740345259 cg11747594
1 0.00171734637293397 cg11747594
1.974 -0.0322466762170092 cg11747594
0.997 0.0200332225831841 cg11747594
0.981 0.0295774516188238 cg11747594
0.997 0.0156375443403595 cg11747594
1 0.0214646533163981 cg11747594
0.985 0.00366283193125128 cg11747594
0.996 0.0413564621189795 cg11747594
1.908 -0.0555001234418107 cg11747594
1 0.0246612182350482 cg11747594
0.988 -0.0597122408576265 cg11747594
1 0.00918940997981416 cg11747594
0 -0.00196727727754797 cg11747594
0 0.0353729562230777 cg11747594
0 0.0227690688313779 cg11747594
0 -0.0171132107359269 cg11747594
0.999 -0.0222256919508642 cg11747594
0 -0.00538285660782656 cg11747594
0 -0.0107926126474929 cg11747594
1 0.0452328308486746 cg11747594
0.987 0.0154617552021948 cg11747594
1 0.0228210561475533 cg11747594
0 0.00310043137566551 cg11747594
0 0.00934876165612486 cg11747594
0 0.00445369803803519 cg11747594
0 0.00299662371269671 cg11747594
1 -0.00730026147429302 cg11747594
1 -0.0198766914305322 cg11747594
0 -0.00663567437520785 cg11747594
0 -0.0260772530144938 cg11747594
0 -0.0283157712791018 cg11747594
0.995 -0.0322662803019195 cg11747594
0 0.0475104539994666 cg11747594
0 0.0294938715781002 cg11747594
1 -0.015645580269338 cg11747594
1 0.00339770967274089 cg11747594
1 -0.0138439396012141 cg11747594
0.998 0.031604171779845 cg11747594
0 0.0159916534423508 cg11747594
1 -0.0401396320776326 cg11747594
0.999 0.0165448384899098 cg11747594
0 -0.0220480246484853 cg11747594
0 -0.0313343103984354 cg11747594
0.992 0.0241064673749313 cg11747594
1 0.0461118426559758 cg11747594
0 0.0187038355864124 cg11747594
0 -0.00142462680183408 cg11747594
1 -0.0171325864628479 cg11747594
1 0.0153732260401555 cg11747594
1 0.0050632366320586 cg11747594
0 0.00730865779450018 cg11747594
0.976 0.00684627669437821 cg11747594
1 -0.0071598408807988 cg11747594
1 -0.0275542018785849 cg11747594
0 0.00389057053727537 cg11747594
1 -0.0312429127031563 cg11747594
0 0.0114762404734114 cg11747594
0.996 -0.014839925514174 cg11747594
0 0.00861130399840804 cg11747594
1.99 -0.0301212426649851 cg11747594
0 -0.0374751219123751 cg11747594
1 0.0403792194403633 cg11747594
0.998 -0.0114029605309235 cg11747594
0 -0.0198358022115851 cg11747594
0 0.0592980931337448 cg11747594
0 -0.00658349573022965 cg11747594
0 -0.00645250298327082 cg11747594
0 -0.0476431154107635 cg11747594
1 -0.0363180516026788 cg11747594
0.986 0.0220253130544139 cg11747594
1 -0.0378204964329925 cg11747594
0.994 -0.0213612204952252 cg11747594
0 0.0116440442977278 cg11747594
1 -0.00265057513615119 cg11747594
0.966 0.0136396558915989 cg11747594
0 -0.000473307159082004 cg11747594
0 0.0130450600910358 cg11747594
0.998 0.00637776771271092 cg11747594
0 0.0333612289838113 cg11747594
0 -0.0215389335184254 cg11747594
0 0.00329851358722966 cg11747594
0 0.0291605797289615 cg11747594
1 -0.0197338121915932 cg11747594
1 7.66385565035277e-05 cg11747594
0 0.00363408568160195 cg11747594
1 -0.0177921249764654 cg11747594
0 -0.00734800915925771 cg11747594
0.996 -0.00115219547690371 cg11747594
0.999 -0.00750530112325432 cg11747594
0 0.0484971899118523 cg11747594
0 0.0327213754802562 cg11747594
1 0.0320745127471571 cg11747594
1 -0.0196823373953593 cg11747594
0 0.0290524198092249 cg11747594
0.994 0.0169713248896946 cg11747594
1 -0.0192829855091986 cg11747594
0 -0.0443700064649326 cg11747594
0 -0.00125908751596682 cg11747594
0.969 -0.0118314881831036 cg11747594
1.991 -0.0342007808037354 cg11747594
0 -0.0185121779527576 cg11747594
0 0.0188478101865672 cg11747594
0 0.00136741858277756 cg11747594
0 -0.0031365133546577 cg11747594
0 0.0150123612409334 cg11747594
0 0.0363340647282855 cg11747594
0 0.035575444196868 cg11747594
0 0.00308866078214287 cg11747594
0 0.0105494376502397 cg11747594
1.994 -0.00437016236732746 cg11747594
0.994 0.00627896599260969 cg11747594
0.986 -0.0121997484451394 cg11747594
0 -0.0146544116490426 cg11747594
1 -0.0117167426254512 cg11747594
0 0.0444808603304427 cg11747594
0 0.00481197736114558 cg11747594
0 0.0267105522367368 cg11747594
0 0.00365532807295899 cg11747594
0 -0.0354212092045858 cg11747594
0 0.019342287343153 cg11747594
0.977 -0.0433737075714999 cg11747594
0 0.0091805677053679 cg11747594
0.992 -0.0335162240266965 cg11747594
0 0.0264698916715272 cg11747594
1.001 -0.0051379589121674 cg11747594
0 -0.0023883828048904 cg11747594
0 -0.0470501249815956 cg11747594
1 0.0178358392645841 cg11747594
0.998 -0.0343939924691024 cg11747594
0 -0.0245165548890159 cg11747594
0 0.00918105053848295 cg11747594
0 0.00764430072239386 cg11747594
0 -0.00968256201285633 cg11747594
0.994 -0.00456433017043378 cg11747594
0 0.0276388076986116 cg11747594
1 0.00736198883144268 cg11747594
0 -0.00327119614450977 cg11747594
0 -0.00939415326515047 cg11747594
1 -0.0256658860136106 cg11747594
0.991 -0.0109904501564677 cg11747594
0 0.0120046639182528 cg11747594
0 0.0206095940637461 cg11747594
0 0.0052749794134731 cg11747594
1 0.000342851855808179 cg11747594
1.989 -0.00641237576923981 cg11747594
0 -0.00205570931292665 cg11747594
0 -0.0101904925970374 cg11747594
0.884 -0.0253014425511197 cg11747594
0.999 -0.0479563931951641 cg11747594
0.986 -0.013512020013645 cg11747594
1 -0.00447101042510489 cg11747594
0.984 -0.00601050498538014 cg11747594
0 0.018249452744123 cg11747594
1 -0.0210448229024547 cg11747594
0.998 -0.00686522858801319 cg11747594
0 -0.00289550752011802 cg11747594
2 0.0097722747543092 cg11747594
1 0.0328001179173367 cg11747594
1.986 -0.0224935648794662 cg11747594
1 -0.00633614850166841 cg11747594
0 0.0119633273528309 cg11747594
0 0.013352395113979 cg11747594
0 0.00366855990414972 cg11747594
0 0.0184334520303608 cg11747594
0 -0.0123953760810009 cg11747594
0 0.0240072248139005 cg11747594
0.998 -0.0130111970103626 cg11747594
0 0.0122865087181374 cg11747594
1 -0.0253268340948426 cg11747594
0.983 -0.0237938725488287 cg11747594
0.995 -0.00490473757387844 cg11747594
0 0.0384630574487409 cg11747594
0 -0.00445805972873015 cg02839351
0 -0.00901045641517506 cg02839351
1 0.0263250242386467 cg02839351
0 -0.000684216584208142 cg02839351
0 -0.00959667845828072 cg02839351
0 0.00254810677033279 cg02839351
0 0.00599041277271117 cg02839351
1 0.00800673741867819 cg02839351
0 0.00327065539730209 cg02839351
1 0.0208137713415083 cg02839351
0 -0.0172463392824964 cg02839351
0 0.00395830120745211 cg02839351
0.988 0.01538203207166 cg02839351
1 -0.014746573697101 cg02839351
1 -0.000790911363482416 cg02839351
1.974 0.035663003265029 cg02839351
0.997 0.00653975257930317 cg02839351
0.981 -0.0113603081078587 cg02839351
0.997 -0.00829933924267268 cg02839351
1 0.00709293870701433 cg02839351
0.985 -0.00610136340612732 cg02839351
0.996 0.0112389596895808 cg02839351
1.908 0.0229372874612951 cg02839351
1 0.0127720002789313 cg02839351
0.988 0.0188074536671032 cg02839351
1 -0.00409084912143176 cg02839351
0 -0.00623707968931664 cg02839351
0 -0.054272291544551 cg02839351
0 0.0165463675424747 cg02839351
0 0.0156963319329586 cg02839351
0.999 -0.0198355223352807 cg02839351
0 0.0149718472486174 cg02839351
0 -0.0271389425049647 cg02839351
1 0.0178137259484447 cg02839351
0.987 0.023439364629683 cg02839351
1 0.0325701123628561 cg02839351
0 -0.00180926352457644 cg02839351
0 -0.00905459197204805 cg02839351
0 0.00806270425919953 cg02839351
0 0.00833560955612744 cg02839351
1 -0.0082532451554479 cg02839351
1 0.0295871775111718 cg02839351
0 0.00708461154761098 cg02839351
0 -0.0149933347761458 cg02839351
0 0.0149673177584877 cg02839351
0.995 0.00686568583522029 cg02839351
0 0.00178140669651372 cg02839351
0 -0.012883715357965 cg02839351
1 0.00231564212706648 cg02839351
1 -0.00133241553290919 cg02839351
1 0.0193863598400444 cg02839351
0.998 -0.0148121909693373 cg02839351
0 0.0108225647269 cg02839351
1 0.0376181505358096 cg02839351
0.999 -0.0309138634393367 cg02839351
0 0.0164626589496641 cg02839351
0 0.0117782816728574 cg02839351
0.992 0.00872050866598206 cg02839351
1 0.0332821019304067 cg02839351
0 -0.0436067404219982 cg02839351
0 -0.0134158420269409 cg02839351
1 0.0560737094108233 cg02839351
1 0.0239500672882699 cg02839351
1 0.001792727577413 cg02839351
0 -0.00993761579650909 cg02839351
0.976 0.00528686812873846 cg02839351
1 0.0266966688468518 cg02839351
1 -0.00630156587228126 cg02839351
0 -0.0442267583474779 cg02839351
1 0.0265926568067536 cg02839351
0 0.023459877485447 cg02839351
0.996 0.0338241017753956 cg02839351
0 -0.00127817720249757 cg02839351
1.99 0.046132259398351 cg02839351
0 0.0398230772313649 cg02839351
1 0.014157919556501 cg02839351
0.998 0.0218830538396939 cg02839351
0 -0.0187471451026892 cg02839351
0 -0.015553739257155 cg02839351
0 0.00949776570188565 cg02839351
0 0.0199874750177663 cg02839351
0 -0.0242932738487726 cg02839351
1 0.0267988417596183 cg02839351
0.986 0.0126010800338375 cg02839351
1 0.00441889177403154 cg02839351
0.994 -0.0164760530143906 cg02839351
0 0.0123677634296732 cg02839351
1 0.0145084869302562 cg02839351
0.966 0.0321030846727042 cg02839351
0 -0.0115038919928586 cg02839351
0 0.0323414542435084 cg02839351
0.998 0.0273908836542817 cg02839351
0 0.0326841745223904 cg02839351
0 0.0165019516210755 cg02839351
0 0.0083569904225036 cg02839351
0 -0.034697222143906 cg02839351
1 0.0328845580578357 cg02839351
1 -0.0298130900193376 cg02839351
0 0.0308628320383212 cg02839351
1 0.0398605971649206 cg02839351
0 -0.028144638040426 cg02839351
0.996 -0.0223906995618014 cg02839351
0.999 -0.0287138678612031 cg02839351
0 0.0177084450826103 cg02839351
0 -0.00217982083881529 cg02839351
1 0.0193351743226218 cg02839351
1 -0.0149328777687135 cg02839351
0 0.017226915288053 cg02839351
0.994 0.0299013504767255 cg02839351
1 0.0445914993519597 cg02839351
0 0.00831394338474067 cg02839351
0 -0.0186740937861944 cg02839351
0.969 -0.0172911976111628 cg02839351
1.991 0.0147114137513374 cg02839351
0 -0.0409328652198945 cg02839351
0 0.0212396083828911 cg02839351
0 -0.0254430602845768 cg02839351
0 0.0093470597797124 cg02839351
0 -0.0143861993899289 cg02839351
0 0.015240802613703 cg02839351
0 -0.00626849857518719 cg02839351
0 0.0320927758675651 cg02839351
0 -0.00293412570677531 cg02839351
1.994 0.00436118309471989 cg02839351
0.994 -0.0448753118515198 cg02839351
0.986 0.0366082384194466 cg02839351
0 0.0202935818735236 cg02839351
1 0.0313973295619923 cg02839351
0 0.0194383738674913 cg02839351
0 -0.0190742968703821 cg02839351
0 0.016673973786129 cg02839351
0 -0.00158220249221985 cg02839351
0 0.0252565228798992 cg02839351
0 -0.00189000556153085 cg02839351
0.977 -0.00369385336091788 cg02839351
0 0.00713580755593535 cg02839351
0.992 -0.000531167353910567 cg02839351
0 0.0220934025237161 cg02839351
1.001 -0.00460688122421482 cg02839351
0 0.0210514831806502 cg02839351
0 0.0183212906212409 cg02839351
1 -0.00317176105202521 cg02839351
0.998 -0.000460535011041485 cg02839351
0 -0.00906706304334004 cg02839351
0 -0.0121094498493858 cg02839351
0 0.0180065966832894 cg02839351
0 -0.0123043026489258 cg02839351
0.994 0.0209900096093674 cg02839351
0 0.00719549915636652 cg02839351
1 -0.0160067476339397 cg02839351
0 0.0157884020069705 cg02839351
0 -0.014287981016908 cg02839351
1 0.00676590987781234 cg02839351
0.991 0.0245358176289988 cg02839351
0 5.07546315289265e-05 cg02839351
0 0.0296770176914982 cg02839351
0 0.00862814005513268 cg02839351
1 0.0156741925283681 cg02839351
1.989 0.021897947853074 cg02839351
0 0.01522643898164 cg02839351
0 0.0211010965972924 cg02839351
0.884 -0.00549471966331816 cg02839351
0.999 -0.000177825504270701 cg02839351
0.986 0.00038111067221358 cg02839351
1 0.00419576296346691 cg02839351
0.984 0.0114441341141861 cg02839351
0 -0.0244632986651793 cg02839351
1 0.0150584993786621 cg02839351
0.998 -0.0161077014038654 cg02839351
0 -0.018908318162439 cg02839351
2 0.0153175012856311 cg02839351
1 -0.00675151649560735 cg02839351
1.986 0.0171668203000916 cg02839351
1 -0.0188996131891906 cg02839351
0 0.00631848286199743 cg02839351
0 0.0368883886373389 cg02839351
0 0.00451502733589726 cg02839351
0 0.0369278636166945 cg02839351
0 0.0130929799636587 cg02839351
0 -0.0175496668582231 cg02839351
0.998 0.0147787194366238 cg02839351
0 -0.0211987161263785 cg02839351
1 0.0603276628961145 cg02839351
0.983 0.00466684310328291 cg02839351
0.995 -0.00629941851710958 cg02839351
0 -0.00452034488752096 cg02839351
