geno d.meth cpg
0.994 -0.0305791400603539 cg15708526
0.986 0.0160093972526722 cg15708526
0 0.017314043161924 cg15708526
1 -0.0245342600366255 cg15708526
0 -0.0303215276760346 cg15708526
0 -0.0275027699103324 cg15708526
0 -0.00539269444527357 cg15708526
0 -0.020572917417332 cg15708526
0 0.0110297569655329 cg15708526
0 -0.00293116893544343 cg15708526
0.977 -0.0333024167578978 cg15708526
0 0.0316281629802552 cg15708526
0.992 -0.0203981923456811 cg15708526
0 0.0341921794280482 cg15708526
1.001 -0.0031948414553612 cg15708526
0 0.0200063168591457 cg15708526
0 0.0212178655574681 cg15708526
1 -0.0132966367654409 cg15708526
0.998 -0.00469444813121156 cg15708526
0 0.013876995315047 cg15708526
0 -0.0367736617612674 cg15708526
0 0.00502900467672018 cg15708526
0 0.00110638163423438 cg15708526
0.994 0.0038675667898459 cg15708526
0 0.0121933792319087 cg15708526
1 -0.0334229854274096 cg15708526
0 0.00713713303536367 cg15708526
0 -0.0191435350435731 cg15708526
1 -0.0495351417779488 cg15708526
0.991 -0.0147543126590274 cg15708526
0 0.00616215729729963 cg15708526
0 0.00477289220548205 cg15708526
0 0.0118200649080491 cg15708526
1 -0.00151312834241291 cg15708526
1.989 -0.00511522371615208 cg15708526
0 0.00237318099740158 cg15708526
0 -0.0169644856792308 cg15708526
0.884 -0.00357279113704267 cg15708526
0.999 -0.00345287742780764 cg15708526
0.986 -0.0193070954396526 cg15708526
1 0.00132885458475207 cg15708526
0.984 -0.0175973606266147 cg15708526
0 0.0104311638733845 cg15708526
1 -0.0383705054954691 cg15708526
0.998 0.0103367800621181 cg15708526
0 -0.00800358202042117 cg15708526
2 -0.0167150907714243 cg15708526
1 -0.0240215656186044 cg15708526
1.986 -0.00161768461952649 cg15708526
1 -0.0204608423624111 cg15708526
0 -0.00715617200329788 cg15708526
0 -0.000388712041217154 cg15708526
0 -0.0045836801574376 cg15708526
0 -0.00700482806039393 cg15708526
0 -0.000991389204181736 cg15708526
0 -0.019555157854696 cg15708526
0.998 0.00950307984554244 cg15708526
0 0.0474655037139869 cg15708526
1 -0.0354115526139889 cg15708526
0.983 0.00138502497166848 cg15708526
0.995 -0.00704496994526416 cg15708526
0 0.0369427005872179 cg15708526
0 -0.0247418655671953 cg17745803
0 0.00465064945483218 cg17745803
1 0.0159884840984744 cg17745803
0 0.0255431274703641 cg17745803
0 -0.00795737642364225 cg17745803
0 0.0102321356705161 cg17745803
0 0.0105979488478999 cg17745803
1 -0.0133185461804763 cg17745803
0 0.0179592203877882 cg17745803
1 -0.00378480247276713 cg17745803
0 -0.00227777878321889 cg17745803
0 0.0215529003017213 cg17745803
0.988 -0.00699964427246025 cg17745803
1 0.0277082229749693 cg17745803
1 0.0134533233545231 cg17745803
1.974 -0.0107204416356013 cg17745803
0.997 -0.0182173540361241 cg17745803
0.981 -0.00314358149689009 cg17745803
0.997 -0.00941587233562247 cg17745803
1 0.0205209833448259 cg17745803
0.985 -0.0122968976620091 cg17745803
0.996 0.0350293664872745 cg17745803
1.908 -0.010275928706347 cg17745803
1 -0.00877480220501559 cg17745803
0.988 0.0256020997471924 cg17745803
1 -0.002870020044491 cg17745803
0 0.0557844433352542 cg17745803
0 0.0367314867359286 cg17745803
0 0.0114285176476157 cg17745803
0 0.000290454244425309 cg17745803
0.999 0.00160057609002218 cg17745803
0 0.0519679338903848 cg17745803
0 0.00765807755385961 cg17745803
1 0.0342701815354306 cg17745803
0.987 0.00858087541931851 cg17745803
1 0.0188496321760299 cg17745803
0 0.00722176572570021 cg17745803
0 0.0482254251634673 cg17745803
0 -0.00869652911083396 cg17745803
0 0.0363339275689449 cg17745803
1 -0.0252993359148019 cg17745803
1 -0.00556560113066928 cg17745803
0 0.00109187448775416 cg17745803
0 0.00275289196953732 cg17745803
0 0.00295449727360853 cg17745803
0.995 -0.0169804761446433 cg17745803
0 0.0276359032739717 cg17745803
0 0.00559458603365159 cg17745803
1 -0.00624683267220583 cg17745803
1 -0.00807316237045153 cg17745803
1 0.00453600899556428 cg17745803
0.998 -0.0120320610374764 cg17745803
0 -0.0263230044495577 cg17745803
1 -0.00104809552899132 cg17745803
0.999 -0.0198359565521335 cg17745803
0 0.00477421472560502 cg17745803
0 0.0142713642596862 cg17745803
0.992 0.0104484067711337 cg17745803
1 0.00965044729834508 cg17745803
0 -0.00778950686240876 cg17745803
0 0.0307927363561413 cg17745803
1 0.00634541725487936 cg17745803
1 0.0095131747567776 cg17745803
1 -0.010204101359411 cg17745803
0 -0.0168315524703668 cg17745803
0.976 -0.0230383714085416 cg17745803
1 -0.00439933121919822 cg17745803
1 -0.0173892873435927 cg17745803
0 0.00691724496083135 cg17745803
1 -0.0119023628466971 cg17745803
0 0.0557906517680049 cg17745803
0.996 0.0249236924457334 cg17745803
0 0.0256455632693271 cg17745803
1.99 0.00518618836629126 cg17745803
0 -0.00734146086139409 cg17745803
1 0.00599499299843542 cg17745803
0.998 0.000975468998677398 cg17745803
0 -0.017738173684597 cg17745803
0 0.0351051114512055 cg17745803
0 -0.0174652640637196 cg17745803
0 -0.00669887239596234 cg17745803
0 -0.00647370693064375 cg17745803
1 -0.00120137533115527 cg17745803
0.986 0.00954217807598545 cg17745803
1 0.00974372977161142 cg17745803
0.994 -0.00252687675933594 cg17745803
0 -0.00624278956952606 cg17745803
1 0.0243172637702187 cg17745803
0.966 -0.0240218031302446 cg17745803
0 0.00293063628727008 cg17745803
0 0.0337717332484022 cg17745803
0.998 -0.0010832309896216 cg17745803
0 -0.041554699722102 cg17745803
0 -0.011522868438122 cg17745803
0 -0.0176711207920299 cg17745803
0 0.0179174572295143 cg17745803
1 -0.0245715606029034 cg17745803
1 0.00609581117446967 cg17745803
0 0.000387905534852795 cg17745803
1 -0.0207241028413888 cg17745803
0 0.0214722479788718 cg17745803
0.996 -0.0338934940389649 cg17745803
0.999 -0.00765276971526996 cg17745803
0 -0.000531235853538536 cg17745803
0 0.0441317842228232 cg17745803
1 -0.0135395688096542 cg17745803
1 -0.0338865422850311 cg17745803
0 0.0255271847076759 cg17745803
0.994 0.0273171387961875 cg17745803
1 -0.0263229955419936 cg17745803
0 0.0424577390051739 cg17745803
0 -0.0137905727194488 cg17745803
0.969 0.029122868756948 cg17745803
1.991 0.00928604979135972 cg17745803
0 0.00877993021684564 cg17745803
0 -0.0525370071645249 cg17745803
0 0.0310156637715318 cg17745803
0 0.0114937005634114 cg17745803
0 0.00922552712792302 cg17745803
0 -0.0174641635985791 cg17745803
0 -0.0379861173358068 cg17745803
0 0.003939259343962 cg17745803
0 -0.0130960793658844 cg17745803
1.994 -0.0124196553666369 cg17745803
0.994 -0.0181558673282134 cg17745803
0.986 -0.0355618666885652 cg17745803
0 0.000672193692447531 cg17745803
1 -0.0245493367880405 cg17745803
0 0.0269200284178882 cg17745803
0 0.0219570572399069 cg17745803
0 0.00345485171488813 cg17745803
0 0.00904479114327661 cg17745803
0 0.00336055277894187 cg17745803
0 -0.0259452936565647 cg17745803
0.977 -0.00893017226617543 cg17745803
0 0.00681774222230569 cg17745803
0.992 -0.00615504752334484 cg17745803
0 -0.00372217841717193 cg17745803
1.001 -0.00602817459616589 cg17745803
0 -0.0139404300535096 cg17745803
0 -0.000882291181725448 cg17745803
1 0.0130067268413999 cg17745803
0.998 0.0142804982749162 cg17745803
0 0.0609313833069173 cg17745803
0 0.0634355032285057 cg17745803
0 0.0175959386687615 cg17745803
0 0.0490586210321364 cg17745803
0.994 -0.00242155817648915 cg17745803
0 0.00920256181688761 cg17745803
1 -0.013138884021569 cg17745803
0 -0.00666107253195947 cg17745803
0 0.0295074077022137 cg17745803
1 -0.0544096320047569 cg17745803
0.991 -0.0016260601142255 cg17745803
0 -0.0171336271595374 cg17745803
0 0.00593912306871103 cg17745803
0 0.0272902647429182 cg17745803
1 -0.00451753944295863 cg17745803
1.989 -0.0407452291396714 cg17745803
0 -0.00696614457637568 cg17745803
0 0.000670696291844575 cg17745803
0.884 -0.0198933173100708 cg17745803
0.999 -0.00581244183932084 cg17745803
0.986 0.0017988243530489 cg17745803
1 -0.00663075932779011 cg17745803
0.984 -0.0237157914780741 cg17745803
0 -0.0138119242270296 cg17745803
1 0.00155592040469843 cg17745803
0.998 0.00588346576429943 cg17745803
0 0.0135028793170908 cg17745803
2 0.00197722709576298 cg17745803
1 -0.0109778653329747 cg17745803
1.986 0.00111251839581761 cg17745803
1 0.000582340762795064 cg17745803
0 0.00553813879146536 cg17745803
0 0.0219912359121236 cg17745803
0 0.0350163241554597 cg17745803
0 0.00119740591321937 cg17745803
0 0.00151226117204439 cg17745803
0 -0.00567159948806129 cg17745803
0.998 0.00140309449075304 cg17745803
0 0.0260478387661772 cg17745803
1 0.000841416786669047 cg17745803
0.983 0.00317344166876465 cg17745803
0.995 0.0106552045671037 cg17745803
0 -0.00328344738084663 cg17745803
0 -0.0023243854041336 cg08524190
0 -0.00138374405352859 cg08524190
1 -0.0282535573707658 cg08524190
0 0.031511740449313 cg08524190
0 0.00456250419299686 cg08524190
0 -7.38653999933225e-05 cg08524190
0 0.00243334280518392 cg08524190
1 0.000717317487282432 cg08524190
0 -0.018762366248505 cg08524190
1 -0.00462010724367734 cg08524190
0 -0.00187388544378442 cg08524190
0 -0.000692496204352633 cg08524190
0.988 0.0382489784100195 cg08524190
1 -0.014313715468213 cg08524190
1 -0.00297185285580259 cg08524190
1.974 0.0160931780976065 cg08524190
0.997 0.0187486878413385 cg08524190
0.981 0.00736423424464727 cg08524190
0.997 -0.0238135409482398 cg08524190
1 0.0121931186815202 cg08524190
0.985 -0.0200083988111086 cg08524190
0.996 -0.0115245451062383 cg08524190
1.908 0.0367019376726829 cg08524190
1 0.00903786213716562 cg08524190
0.988 -0.00361122667245739 cg08524190
1 0.0067237120403314 cg08524190
0 -0.0478347687110754 cg08524190
0 -0.0292313795619763 cg08524190
0 -0.0039814111313482 cg08524190
0 -0.0132682375825116 cg08524190
0.999 0.024855280351807 cg08524190
0 -0.0200814038237477 cg08524190
0 -0.00978133438437156 cg08524190
1 -0.00514486591567043 cg08524190
0.987 0.0253859241331957 cg08524190
1 0.00666792263033422 cg08524190
0 0.00317523258843766 cg08524190
0 0.00794518408495049 cg08524190
0 0.00876514012909069 cg08524190
0 0.00139159423409563 cg08524190
1 0.0188873012188628 cg08524190
1 0.00299029303218357 cg08524190
0 0.00337328717813157 cg08524190
0 0.00731103642659492 cg08524190
0 0.00485734188854958 cg08524190
0.995 0.00297959925922153 cg08524190
0 0.000427127850992637 cg08524190
0 0.000922351531405297 cg08524190
1 0.00685297096973358 cg08524190
1 -0.0185266978693026 cg08524190
1 0.0027869056958375 cg08524190
0.998 0.00908746687228701 cg08524190
0 -0.00746570082223708 cg08524190
1 0.00421341403931441 cg08524190
0.999 -0.00818057741944234 cg08524190
0 -0.00023575338882309 cg08524190
0 -0.00396652123168684 cg08524190
0.992 0.0137981299347938 cg08524190
1 0.020537606352128 cg08524190
0 -0.0178575893911401 cg08524190
0 -0.0121167402574612 cg08524190
1 -3.31960233763695e-05 cg08524190
1 -0.0126540629076843 cg08524190
1 0.0125132689675466 cg08524190
0 -0.00616065782640207 cg08524190
0.976 -0.0160955153980724 cg08524190
1 0.0220580502332394 cg08524190
1 -0.036920358711042 cg08524190
0 0.00531849388586703 cg08524190
1 0.0030812056651297 cg08524190
0 -0.00352800532540731 cg08524190
0.996 -0.00645795387543791 cg08524190
0 -0.0319296474753955 cg08524190
1.99 -0.0110780966580437 cg08524190
0 -0.00535871737623295 cg08524190
1 0.0182070784456809 cg08524190
0.998 0.0334602352205376 cg08524190
0 0.00244234083165795 cg08524190
0 0.00351652960003312 cg08524190
0 -0.012951139022262 cg08524190
0 -0.0312413843171765 cg08524190
0 0.0114321331535019 cg08524190
1 0.0142296920500179 cg08524190
0.986 -0.00428313254000123 cg08524190
1 0.0210386706150305 cg08524190
0.994 0.0113257185948931 cg08524190
0 -0.0173702740068641 cg08524190
1 -0.00190733270737842 cg08524190
0.966 -0.00728388698268523 cg08524190
0 -0.00474529935740786 cg08524190
0 0.0112274657220582 cg08524190
0.998 -0.0169573865638725 cg08524190
0 -0.00476959299416768 cg08524190
0 0.0268686568678056 cg08524190
0 0.00594375529417124 cg08524190
0 -0.0157050170151227 cg08524190
1 0.0103052490986417 cg08524190
1 0.0229469137553945 cg08524190
0 -0.0131279494610289 cg08524190
1 0.0207770738305283 cg08524190
0 0.0178941137988107 cg08524190
0.996 -0.0272116703232714 cg08524190
0.999 -0.0129006763598226 cg08524190
0 -0.0261586560934064 cg08524190
0 0.0241350030732668 cg08524190
1 -0.000801834198024043 cg08524190
1 0.0155709921826924 cg08524190
0 0.0186683240408123 cg08524190
0.994 -0.00513974008604989 cg08524190
1 0.00527971134347927 cg08524190
0 0.00525452591668873 cg08524190
0 -0.0238369620155671 cg08524190
0.969 0.0145746445590462 cg08524190
1.991 0.0269806797854129 cg08524190
0 -0.0371197149720142 cg08524190
0 0.0208719935210684 cg08524190
0 -0.0318911485786332 cg08524190
0 0.00518337424282667 cg08524190
0 0.00668386981316604 cg08524190
0 -0.0186750972604445 cg08524190
0 0.00358123361026275 cg08524190
0 0.00919036327580824 cg08524190
0 -0.0115180954377991 cg08524190
1.994 -0.000568055123639888 cg08524190
0.994 -0.0116083499591271 cg08524190
0.986 0.0025737756020997 cg08524190
0 0.00423092314728613 cg08524190
1 -0.00185514731167236 cg08524190
0 -0.0444763748016792 cg08524190
0 0.0172283833897865 cg08524190
0 -0.000874849185462212 cg08524190
0 0.0270425494979923 cg08524190
0 -0.0197294262481086 cg08524190
0 0.00545158779384358 cg08524190
0.977 -0.0226994100383361 cg08524190
0 -0.0191551337170911 cg08524190
0.992 0.0169315875676563 cg08524190
0 -0.0377099941010508 cg08524190
1.001 -0.00795459577122093 cg08524190
0 0.0204633322645487 cg08524190
0 -0.027543594844455 cg08524190
1 0.0125746112981967 cg08524190
0.998 -0.00487439805252665 cg08524190
0 -0.000786888132474628 cg08524190
0 -0.0104990403683107 cg08524190
0 -0.0108748007731533 cg08524190
0 0.0141813193870157 cg08524190
0.994 0.0284353476066439 cg08524190
0 0.0166502016247617 cg08524190
1 0.013390045185054 cg08524190
0 -0.0265476074770166 cg08524190
0 0.0103504672911274 cg08524190
1 -0.00220999455707249 cg08524190
0.991 -0.00208966779095177 cg08524190
0 -0.0170035552759313 cg08524190
0 -0.0352549113851754 cg08524190
0 0.00300165103012673 cg08524190
1 0.00201617752965255 cg08524190
1.989 0.0129767888947185 cg08524190
0 0.00917370056473665 cg08524190
0 0.0087520526971282 cg08524190
0.884 0.00328671391591029 cg08524190
0.999 0.0303268709485404 cg08524190
0.986 -0.00901784272843198 cg08524190
1 0.0294352479325852 cg08524190
0.984 0.00675143348697593 cg08524190
0 0.000538341508753093 cg08524190
1 0.0206504279379558 cg08524190
0.998 0.0205959692744034 cg08524190
0 -0.0228719223134318 cg08524190
2 0.0289049517690105 cg08524190
1 -0.0033459442184185 cg08524190
1.986 0.00293520244009526 cg08524190
1 -0.00399270679954156 cg08524190
0 -0.00675513512691028 cg08524190
0 0.0160276257459399 cg08524190
0 -0.00355642853582883 cg08524190
0 -0.0180790493046958 cg08524190
0 -0.0111727988234998 cg08524190
0 0.00858740569636363 cg08524190
0.998 0.0126909647286263 cg08524190
0 -0.00281161992610346 cg08524190
1 -0.0153254852877036 cg08524190
0.983 -0.00832604109998814 cg08524190
0.995 0.0113223872010848 cg08524190
0 -0.0218001512855143 cg08524190
0 -0.00193856927543989 cg16885113
0 -0.000855195333262282 cg16885113
1 -3.48768218562112e-05 cg16885113
0 -0.00410100104100786 cg16885113
0 0.00068745238611323 cg16885113
0 -0.000709129849319257 cg16885113
0 -0.00482055507377466 cg16885113
1 0.00395961554099022 cg16885113
0 -0.0202847581587867 cg16885113
1 -0.00993010957844753 cg16885113
0 -0.00331484301982077 cg16885113
0 -0.022710928520426 cg16885113
0.988 0.010912969077199 cg16885113
1 -0.0316498790691738 cg16885113
1 -0.0191766057424726 cg16885113
1.974 -0.022627028513758 cg16885113
0.997 0.00785588943272153 cg16885113
0.981 0.00673975483222933 cg16885113
0.997 -0.0219701664104535 cg16885113
1 -0.0236700254054952 cg16885113
0.985 -0.00437976706749621 cg16885113
0.996 0.0184368635271923 cg16885113
1.908 -0.0579625489165034 cg16885113
1 0.0217286329273086 cg16885113
0.988 -0.0472845655312132 cg16885113
1 -0.0112903155968448 cg16885113
0 -0.023949686544246 cg16885113
0 -0.0295337615500623 cg16885113
0 0.0205377951752962 cg16885113
0 0.00705315065461842 cg16885113
0.999 -0.0221190446093573 cg16885113
